DATE,SEASON,AVY_DANGER,AVY_CHARACTER,WET_DANGER,DRY_DANGER,WET_LOOSE,WET_SLAB,WIND_SLAB,STORM_SLAB,CORNICE_FALL,PERSISTENT_SLAB,DEEP_SLAB,DRY_LOOSE,GLIDE_AVALANCHE,LONG_SLIDING_FALL,AWND,PGTM,PRCP,PRCP_ATTRIBUTES,PSUN,SNOW,FIVE_DAY_SNOWFALL,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_SWING,TMAX_SWING_FROM_AVE,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,SKY CONDITION,PRECIP TYPE/RATE,FORM/SIZE,HN24_CM,HW in Tube (MM),H24W in Can (MM),DENSITY (KG/M3),HST (CM),HS_CM,SETTLEMENT/MELT,Surf Temp (C),T-10 (C),T-20 (C),CURRENT TEMP,X24_HR_MAX,24HRMAX_SWING,24 HR MIN
3/6/11,2010/2011,4,WET,4,0,0,4,0,0,0,0,0,0,0,N,37.58,923,1.01,",,X,2400",0,5.1,8.9,",,X,",19,",,X,",32,2,16.6,",,X",22,",,X",0,",,X",230,",,X",79,",,X",OVC,RM,R,0,,25.7,,0,159,6,-0.7,-1.2,-2.3,4,4,7,-4
3/7/11,2010/2011,3,BOTH,3,3,3,3,3,0,0,0,0,0,0,N,45.41,1737,1.03,",,X,2400",0,7.2,12.7,",,X,",28,",,X,",32,0,12.2,",,X",-5,",,X",0,",,X",320,",,X",110.1,",,X",OVC,ZR,IP,17.5,36,83,206,,167,10,-0.7,-1.7,-0.9,-1,5,1,-4
3/8/11,2010/2011,1,ICE,0,1,0,0,1,0,0,0,0,0,0,N,29.53,29,0,",,X,2400",100,0,12.7,",,X,",28,",,X,",14,-18,-10,",,X",3,",,X",704,",,X",320,",,X",72.9,",,X",CLR,,,,8,10,266,18,164,6,-11.1,-4.5,-2.2,-8,0,-5,-1.5
3/9/11,2010/2011,1,ICE,0,1,0,0,1,0,0,0,0,0,0,N,21.03,2303,0,",,X,2400",63,0,12.5,",,X,",28,",,X,",19,5,-7.4,",,X",8,",,X",442,",,X",180,",,X",63.1,",,X",FEW,,,,,,,,164,0,-9.5,-7,-3,-9,5,5,-12.5
3/10/11,2010/2011,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,57.04,2313,0.4,",,X,2400",0,2.3,14.6,",,X,",27,",,X,",22,3,-3.4,",,X",8,",,X",0,",,X",140,",,X",78.1,",,X",X,S2,"IR2, SD2",3.6,4.2,,116,,168,0,-5.7,-7.5,-5.4,-8,2,-3,-11
3/11/11,2010/2011,4,WET,4,4,4,4,0,0,0,4,0,0,0,N,55.25,856,0.37,",,X,2400",0,1.3,10.8,",,X,",28,",,X,",35,13,11.2,",,X",18,",,X",0,",,X",140,",,X",104,",,X",OVC,RM,,15,39,31.7,260,,180,3,0,-3.6,-4.1,1,1,-1,-8
3/12/11,2010/2011,1,DRY,0,1,0,0,1,0,0,0,0,0,0,N,43.17,1543,0.01,",,X,2400",0,0.2,3.8,",,X,",27,",,X,",24,-11,-0.4,",,X",14,",,X",0,",,X",270,",,X",74,",,X",OVC,S-1,"RSD0.5, RST2",,,15.4,,,174,6,-2.6,-2.5,-2.2,-5,5,4,-5
3/13/11,2010/2011,2,DRY,0,2,0,0,2,0,0,0,0,0,0,Y,38.92,2104,0.07,",,X,2400",0,0.9,4.7,",,X,",28,",,X,",21,-3,-1.8,",,X",9,",,X",0,",,X",320,",,X",62,",,X",OVC,S1,"ST2-3, RST2-3, ND2",2,2,3,100,,175,1,-2.7,-2.8,-2.4,-2,-2,-7,-6
3/14/11,2010/2011,2,DRY,0,2,0,0,2,0,0,0,0,0,0,Y,11.41,223,0,",,X,2400",43,0,4.7,",,X,",28,",,X,",19,-2,-5.2,",,X",8,",,X",310,",,X",320,",,X",36.9,",,X",OVC,,,1.5,3,2.2,167,2.5,170,3.5,-8.2,-4.3,-3,-9,0,2,-9
3/15/11,2010/2011,1,DRY,0,1,0,0,1,0,0,0,0,0,0,N,18.12,1832,0,",,X,2400",96,0,2.4,",,X,",28,",,X,",22,3,-2.2,",,X",8,",,X",698,",,X",270,",,X",38.9,",,X",CLR,,,,,,,,172,0,-13.6,-8.9,-5.6,-9,-1,-1,-15
3/16/11,2010/2011,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,39.82,942,0.06,",,X,2400",0,0.5,1.6,",,X,",27,",,X,",28,6,3.8,",,X",19,",,X",0,",,X",230,",,X",61.1,",,X",OVC,S-1,"IR1.5-2.5, ND1",,,,,,171,1,-2.1,-5.4,-5.3,-1,9,10,-9
3/17/11,2010/2011,2,BOTH,2,2,0,2,2,0,0,0,0,0,0,N,48.77,653,0,",,X,2400",73,0,1.4,",,X,",28,",,X,",28,0,5.2,",,X",18,",,X",530,",,X",320,",,X",76.1,",,X",SCT,,,1,,,,2,171,,-1.1,-2.6,-2.6,-1,2,-7,-3
3/18/11,2010/2011,2,WET,2,0,2,2,0,0,0,0,0,0,0,Y,76.5,918,0.14,",,X,2400",18,0,0.5,"T,,Z,",27,",,X,",36,8,12.4,",,X",14,",,X",130,",,X",270,",,X",121.9,",,X",OVC,,,,,,,,168,,0.2,0,0,6,10,8,0
3/19/11,2010/2011,1,DRY,0,1,0,0,1,0,0,0,0,0,0,Y,26.4,30,0.07,",,X,2400",41,1,1.5,",,X,",27,",,X,",15,-21,-11.6,",,X",2,",,X",305,",,X",320,",,X",59.9,",,X",OVC,S1,RST1-2,3,1,1,33,,168,,-3.6,-2.6,-0.7,-4,10,0,-4
3/20/11,2010/2011,1,DRY,0,1,0,0,1,0,0,0,0,0,0,Y,12.53,1642,0,",,X,2400",96,0,1.5,",,X,",27,",,X,",16,1,-9.8,",,X",2,",,X",712,",,X",270,",,X",28,",,X",CLR,,,0,,,,1,164,,-11.9,-8.9,-6.2,-8,-1,-11,-15
3/21/11,2010/2011,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,31.32,1328,0.26,",,X,2400",1,3.8,4.8,",,X,",27,",,X,",18,2,-6.6,",,X",7,",,X",10,",,X",180,",,X",63.1,",,X",OVC,,,,,,,,164,0,-7.4,-7.6,-7.2,-5,5,6,-9
3/22/11,2010/2011,4,DRY,0,4,0,0,4,0,0,0,0,0,0,N,38.25,1738,0.18,",,X,2400",0,2.4,7.2,",,X,",29,",,X,",16,-2,-6.6,",,X",3,",,X",0,",,X",320,",,X",59.9,",,X",OVC,S-1,NO,8,14,11.9,149,,175,0,-6.8,-6.4,-5.5,-7,-4,-9,-8
3/23/11,2010/2011,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,16.55,340,0,"T,,X,2400",85,0,7.2,"T,,Z,",30,",,X,",12,-4,-8.2,",,X",-4,",,X",638,",,X",320,",,X",51,",,X",BKN,,SD2-3,1.75,3.75,1.9,214,11.5,177,0,-15.2,-8.2,-5.6,-12,-3,1,-14
3/24/11,2010/2011,2,DRY,0,2,0,0,2,0,0,0,0,0,0,Y,15.88,2356,0.3,",,X,2400",7,7.8,14,",,X,",30,",,X,",12,0,-3.4,",,X",2,",,X",50,",,X",320,",,X",38.9,",,X",OVC,S-1,SD2-3,,,,,,176,1,-9.9,-9.7,-8.1,-11,3,6,-23
3/25/11,2010/2011,4,DRY,0,4,0,0,4,0,0,0,0,0,0,N,41.61,2055,0.26,",,X,2400",2,4,18,",,X,",36,",,X,",9,-3,-5.8,",,X",-5,",,X",14,",,X",270,",,X",68.9,",,X",OVC,S-1,SD2-3,15,8,7.2,53,,192,0,-10,-2.2,-6.7,-11,-2,-5,-11
3/26/11,2010/2011,4,DRY,0,4,0,0,4,0,0,0,0,0,0,N,67.11,1957,0.09,",,X,2400",0,0.9,15.1,",,X,",34,",,X,",1,-8,-12.4,",,X",-6,",,X",0,",,X",320,",,X",104.9,",,X",X,,,1.5,1,,67,13.5,185,8,-15.6,-9.9,-7.1,-15,-2,0,-15
3/27/11,2010/2011,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,72.7,2352,0,",,X,2400",98,0,12.7,",,X,",33,",,X,",1,0,-9,",,X",-9,",,X",745,",,X",270,",,X",94,",,X",CLR,,,,16,20,200,5.5,185,5,-18.2,-12.4,-8.1,-17,-11,-9,-17
3/28/11,2010/2011,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,58.16,129,0,"T,,X,2400",2,0,12.7,"T,,Z,",27,",,X,",4,3,-3,",,X",-6,",,X",15,",,X",270,",,X",91,",,X",FEW,,,0,0,0,,0,181,4,-14.8,-11.5,-8.2,-14,-10,1,-17
3/29/11,2010/2011,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,37.8,15,0,"T,,X,2400",10,0,4.9,"T,,Z,",26,",,X,",11,7,5.6,",,X",2,",,X",75,",,X",320,",,X",57,",,X",FEW,,,1,,,,1,180,2,-11.5,-9.7,-8.1,-11,-7,3,-15
3/30/11,2010/2011,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,33.55,612,0,",,X,2400",61,0,0.9,",,X,",26,",,X,",18,7,12.8,",,X",8,",,X",470,",,X",320,",,X",66,",,X",X,,,,,,,,178,2,-8.4,-7.8,-6.5,-9,-4,3,-11
3/31/11,2010/2011,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,11.86,2201,0.01,",,X,2400",23,0.3,0.3,",,X,",26,",,X,",21,3,14,",,X",12,",,X",180,",,X",90,",,X",30,",,X",BKN,,,0,,,,0,176,2,-7,-6.9,-5.5,-5,1,5,-10
4/1/11,2010/2011,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,33.11,2331,1.37,",,X,2400",0,10.9,11.2,",,X,",27,",,X,",23,2,12,",,X",9,",,X",0,",,X",320,",,X",89,",,X",X,S1,IR1,3,3.5,3.5,117,,178,1,-5,-4.8,-4.4,-5,4,3,-5
4/2/11,2010/2011,4,DRY,0,4,0,0,4,4,0,0,0,0,0,N,63.98,158,0.21,",,X,2400",0,1.5,12.7,",,X,",30,",,X,",18,-5,2.6,",,X",9,",,X",0,",,X",360,",,X",104.9,",,X",X,S-1,,22,27,,197,,197,0,-7.3,-6.6,-5.3,-7,-3,-7,-7
4/3/11,2010/2011,3,DRY,0,3,0,0,3,3,0,0,0,0,0,N,58.61,1610,0,",,X,2400",78,0,12.7,",,X,",28,",,X,",14,-4,-4.2,",,X",6,",,X",609,",,X",270,",,X",87.9,",,X",CLR,,,2,3,2,150,22,197,2,-10,-7.3,-5.7,-9,-2,1,-9
4/4/11,2010/2011,3,BOTH,3,3,0,3,3,0,0,0,0,0,0,N,38.03,2356,1.22,",,X,2400",2,2,14.7,",,X,",27,",,X,",40,26,21.2,",,X",13,",,X",15,",,X",230,",,X",77,",,X",BKN,,,,0,0,,,194,3,-6.6,-6.3,-5.3,-4,0,2,-9
4/5/11,2010/2011,3,WET,3,0,3,3,0,0,0,0,0,0,0,N,61.52,2045,0.29,",,X,2400",0,1.1,15.5,",,X,",27,",,X,",40,0,16.8,",,X",11,",,X",0,",,X",270,",,X",100.9,",,X",BKN,,,,0,14.3,,,190,4,-0.7,-1,-1.7,8,9,9,-5
4/6/11,2010/2011,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,56.15,302,0.21,",,X,2400",0,2.4,7,",,X,",25,",,X,",12,-28,-15,",,X",4,",,X",0,",,X",270,",,X",95.1,",,X",OVC,S-1,SD1-3,3,4.5,6,150,,192,1,-8.8,-3.3,-0.8,-10,8,-1,-10
4/7/11,2010/2011,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,37.8,133,0,",,X,2400",100,0,5.5,",,X,",25,",,X,",16,4,-8.8,",,X",6,",,X",795,",,X",320,",,X",57.9,",,X",CLR,,,4,4,2.1,100,6,196,0,-11.7,-6.1,-3,-9,-3,-11,-12
4/8/11,2010/2011,1,DRY,0,1,0,0,1,0,0,0,0,0,0,N,24.61,1043,0,",,X,2400",98,0,5.5,",,X,",24,",,X,",20,4,-4.4,",,X",9,",,X",781,",,X",320,",,X",45,",,X",CLR,,,0,0,0,,0,189,7,-11.7,-5.1,-3.1,-7,11,14,-9
4/9/11,2010/2011,1,DRY,0,1,0,0,1,0,0,0,0,0,0,N,30.2,1232,0,",,X,2400",78,0,3.5,",,X,",23,",,X,",27,7,1.4,",,X",17,",,X",629,",,X",270,",,X",57,",,X",CLR,,,0,0,0,,0,184,5,-6.1,-2.8,-1.3,-2,10,-1,-6
4/10/11,2010/2011,1,BOTH,1,1,0,1,1,0,0,0,0,0,0,N,22.37,2330,0.26,",,X,2400",64,0,2.4,",,X,",22,",,X,",35,8,12,",,X",25,",,X",515,",,X",180,",,X",40.9,",,X",CLR,,,0,0,0,,0,180,4,-2,-1.1,-0.8,1,10,0,-2
4/11/11,2010/2011,1,WET,1,0,1,1,0,0,0,0,0,0,0,N,52.79,1818,0.62,",,X,2400",0,0,0,",,X,",19,",,X,",48,13,26,",,X",33,",,X",0,",,X",270,",,X",95.1,",,X",OVC,,,0,0,12.1,,0,170,10,-0.7,-0.7,-0.7,7,14,4,1
4/12/11,2010/2011,1,WET,1,0,1,1,0,0,0,0,0,0,0,N,46.08,321,0.01,",,X,2400",73,0.1,0.1,",,X,",9,",,X,",34,-14,4.8,",,X",20,",,X",590,",,X",270,",,X",104.9,",,X",BKN,ZRL,IP,0,,8.1,,0,160,10,-0.7,-0.7,-0.7,0,15,1,0
4/13/11,2010/2011,2,BOTH,2,2,0,2,2,0,0,0,0,0,0,N,39.82,422,0.35,",,X,2400",0,0.2,0.3,",,X,",9,",,X,",36,2,3.2,",,X",18,",,X",0,",,X",140,",,X",64,",,X",OVC,ZRV,IP,,,,,,154,6,-1.1,-0.7,-0.7,2,8,-7,2
4/14/11,2010/2011,1,ICE,0,1,0,0,1,0,0,0,0,0,0,Y,49.88,916,0.01,",,X,2400",43,0.1,0.4,",,X,",9,",,X,",31,-5,-5,",,X",11,",,X",350,",,X",320,",,X",77,",,X",BKN,,,0,,17.7,,0,151,3,-0.6,-0.7,-0.7,-1,5,-3,-1
4/15/11,2010/2011,1,ICE,0,1,0,0,1,0,0,0,0,0,0,Y,28.41,32,0,",,X,2400",100,0,0.4,",,X,",9,",,X,",19,-12,-17.8,",,X",8,",,X",819,",,X",320,",,X",55,",,X",CLR,,,0,,,,0,147,4,-10.3,-3.5,-0.9,-10,10,5,-10
4/16/11,2010/2011,1,ICE,1,0,1,0,0,0,0,0,0,0,0,Y,42.95,2052,0.62,",,X,2400",21,2.7,3.1,",,X,",9,",,X,",20,1,-13.6,",,X",9,",,X",170,",,X",140,",,X",102,",,X",CLR,,,0,,,,0,146,1,-7.8,-4.8,-2.8,-6,6,-4,-11
4/17/11,2010/2011,1,BOTH,1,1,0,1,1,0,0,0,0,0,0,N,53.24,28,1.43,",,X,2400",22,4.2,7.2,",,X,",12,",,X,",32,12,4,",,X",14,",,X",180,",,X",140,",,X",89,",,X",OVC,RS,,9,37.5,47,417,,163,0,-0.6,-2.5,-2.9,-1,2,-4,-8
4/18/11,2010/2011,2,DRY,0,2,0,0,2,0,0,0,0,0,0,Y,56.82,141,0.08,",,X,2400",15,0.8,7.8,",,X,",13,",,X,",23,-9,-4.6,",,X",11,",,X",125,",,X",270,",,X",91,",,X",OVC,S-1,,2,2.5,7.9,125,,164,0,-5,-2,-1.2,-7,4,2,-7
4/19/11,2010/2011,1,BOTH,1,1,1,1,1,0,0,0,0,0,0,Y,31.09,220,0.03,",,X,2400",59,0.2,7.9,",,X,",13,",,X,",29,6,4,",,X",15,",,X",490,",,X",270,",,X",63.1,",,X",SCT,,,1,1.5,,150,11,162,2,-2.3,-0.8,-0.8,-3,3,-1,-6
4/20/11,2010/2011,1,BOTH,1,1,1,1,1,0,0,0,0,0,0,Y,43.62,2058,0.51,",,X,2400",0,0.3,8.2,",,X,",13,",,X,",38,9,13.4,",,X",14,",,X",0,",,X",270,",,X",89,",,X",OVC,G/ZR,,,,,,0,158,4,-1.4,-0.6,-0.6,-4,12,9,-5
4/21/11,2010/2011,1,DRY,0,1,0,0,1,0,0,0,0,0,0,Y,66.66,1231,0.26,",,X,2400",0,1.3,6.8,",,X,",13,",,X,",24,-14,-4.4,",,X",6,",,X",0,",,X",270,",,X",115,",,X",OVC,S-1,IR,,,10.2,,,157,1,-2,-0.7,-0.7,-3.5,6,-6,-5.5
4/22/11,2010/2011,2,BOTH,2,2,2,0,2,0,0,0,0,0,0,Y,24.16,25,0,",,X,2400",94,0,2.6,",,X,",13,",,X,",25,1,-4.2,",,X",12,",,X",791,",,X",320,",,X",62,",,X",CLR,,,3.5,6,,171,3.5,163,0,-8.1,-2.5,-1.2,-6,-4,-10,-7
4/23/11,2010/2011,3,BOTH,3,3,0,3,3,0,0,0,0,0,0,Y,49.21,2234,0.4,",,X,2400",1,2.1,3.9,",,X,",14,",,X,",38,13,10.2,",,X",14,",,X",10,",,X",270,",,X",83,",,X",OVC,S-1,ST2,,,,,,154,9,-4.1,-2.8,-1.5,-4,10,14,-6
4/24/11,2010/2011,1,WET,1,0,1,1,0,0,0,0,0,0,0,N,52.34,656,0,"T,,X,2400",0,0,3.7,",,X,",11,",,X,",37,-1,6.2,",,X",28,",,X",0,",,X",270,",,X",93.1,",,X",BKN,,,,,,,,160,0,-0.6,-1.2,-1.2,4,6,-4,-5
4/25/11,2010/2011,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,21.7,2324,0.13,",,X,2400",22,0.2,3.6,",,X,",11,",,X,",39,2,6.6,",,X",27,",,X",185,",,X",270,",,X",36.9,",,X",OVC,NIL,,,,,,0,154,6,-0.6,-0.6,-0.6,2,8,2,1
4/26/11,2010/2011,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,38.48,607,0.54,",,X,2400",0,0,2.3,",,X,",8,",,X,",48,9,15.4,",,X",38,",,X",0,",,X",270,",,X",72,",,X",OVC,RN,,,,14,,0,148,6,-0.5,-0.7,-0.7,5,13,5,0
4/27/11,2010/2011,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,36.46,120,0.35,",,X,2400",20,0,2.3,",,X,",7,",,X,",53,5,15.6,",,X",41,",,X",175,",,X",270,",,X",72.9,",,X",BKN,,,,,3,,0,143,5,-0.6,-0.7,-0.7,10,12,-1,5
4/28/11,2010/2011,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,42.95,1216,1,",,X,2400",4,0,0.2,",,X,",4,",,X,",51,-2,8,",,X",30,",,X",30,",,X",230,",,X",89,",,X",X,NIL,,,,4.5,,0,130,13,-0.6,-0.6,-0.6,11,19,7,8
4/29/11,2010/2011,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,35.57,314,0.03,",,X,2400",54,0.5,0.7,",,X,",1,",,X,",37,-14,-8.6,",,X",24,",,X",462,",,X",270,",,X",57.9,",,X",CLR,NIL,,,,12.4,,0,124,6,-0.5,-0.6,-0.6,5,13,-6,3
4/30/11,2010/2011,1,WET,1,0,1,0,0,0,0,0,0,0,0,Y,28.86,2204,0.02,",,X,2400",81,0.2,0.7,",,X,",2,",,X,",30,-7,-15.6,",,X",22,",,X",694,",,X",360,",,X",42.1,",,X",OVC,S-1,,,,0.5,,,122,2,-0.7,-0.7,-0.7,0,8,-5,0
5/1/11,2010/2011,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,17.9,759,0,",,X,2400",98,0,0.7,",,X,",1,",,X,",42,12,-1.8,",,X",26,",,X",845,",,X",50,",,X",42.1,",,X",CLR,,,,,,,,115,7,-2.7,-0.7,-0.7,-3,10,2,-5
5/2/11,2010/2011,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,18.79,2322,0.04,",,X,2400",75,0,0.7,",,X,",1,",,X,",48,6,5.4,",,X",32,",,X",646,",,X",270,",,X",45,",,X",CLR,,,,,,,,112,3,,-0.6,-0.6,0,10,0,-1
5/3/11,2010/2011,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,34,2320,0.13,",,X,2400",0,0,0.7,",,X,",0,"T,,W,",43,-5,1.4,",,X",37,",,X",0,",,X",230,",,X",68,",,X",OVC,,,,,,,,102,10,-0.6,-0.6,-0.7,2,15,5,0
5/4/11,2010/2011,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,23.94,101,0.84,",,X,2400",0,0.5,0.7,",,X,",0,"T,,W,",45,2,5,",,X",26,",,X",0,",,X",230,",,X",63.1,",,X",OVC,RL,,,,3.1,,,95,7,-0.5,-0.6,-0.6,8,9,-6,3
5/5/11,2010/2011,1,WET,1,0,1,0,0,0,0,0,0,0,0,Y,24.61,2359,0.3,",,X,2400",3,1.8,2.3,",,X,",1,",,X,",29,-16,-12.6,",,X",18,",,X",25,",,X",270,",,X",72.9,",,X",OVC,S-1,SD1,2.5,3.5,21.1,140,,97,0,-1,-0.7,-0.8,0,9,0,-2
5/6/11,2010/2011,1,WET,1,0,1,0,0,0,0,0,0,0,0,Y,48.32,32,0,",,X,2400",31,0,2.3,",,X,",2,",,X,",34,5,-7.4,",,X",17,",,X",270,",,X",270,",,X",79,",,X",FEW,,,3,4.25,,142,2.7,98,0,-3.1,-0.8,-0.8,-4,3,-6,-4
5/7/11,2010/2011,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,19.01,21,0,"T,,X,2400",49,0,2.3,"T,,Z,",1,",,X,",40,6,0.2,",,X",30,",,X",435,",,X",230,",,X",38.9,",,X",,,,,,,,,,,,,,,,,
5/8/11,2010/2011,1,WET,1,0,1,0,0,0,0,0,0,0,0,N,18.12,1256,0,",,X,2400",50,0,2.3,",,X,",0,"T,,W,",35,-5,-3.2,",,X",25,",,X",440,",,X",320,",,X",34.9,",,X",,,,,,,,,,,,,,,,,
1/5/12,2011/2012,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,55.92,1459,0.17,",,X,2400",0,2.4,4.2,",,X,",20,",,X,",6,-29,-30.6,",,X",-6,",,X",0,",,X",270,",,X",89,",,X",OVC,S-1,Rsd2-3,1,,,,,50,0,-6.1,-4.8,-3.8,-10,-10,,-18
1/6/12,2011/2012,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,46.75,2146,0.07,",,X,2400",0,1.3,3.7,",,X,",21,",,X,",22,16,-6.8,",,X",-5,",,X",0,",,X",270,",,X",70,",,X",OVC,S-1,Rsd2-3,2.5,1.5,0.8,60,,52,0,-5.8,-4,-2.3,-9,-9,1,-16
1/7/12,2011/2012,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,44.96,2350,0.03,",,X,2400",11,0.8,4.5,",,X,",21,",,X,",28,6,0.6,",,X",15,",,X",60,",,X",270,",,X",72,",,X",BKN,NO,NO,1,1,0.7,100,2.5,50,2,1.6,0.7,0.9,0,1,10,-9
1/8/12,2011/2012,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,50.11,241,0.06,",,X,2400",0,0.9,5.4,",,X,",22,",,X,",16,-12,-10.2,",,X",-2,",,X",0,",,X",270,",,X",74.9,",,X",X,S-1,sd1,,,,,,50,0,-3.3,-1.8,0,-8,2,1,-8
1/9/12,2011/2012,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,41.16,1647,0.01,",,X,2400",0,0.3,5.7,",,X,",23,",,X,",10,-6,-11.4,",,X",-4,",,X",0,",,X",270,",,X",57,",,X",SCT,NO,NO,,,,,,50,0,-10.8,-4.2,-1.7,-12,-6,-8,-17
1/10/12,2011/2012,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,57.94,1658,0.13,",,X,2400",0,1.4,4.7,",,X,",23,",,X,",14,4,-2.4,",,X",-2,",,X",0,",,X",270,",,X",94,",,X",CLR,NO,NO,,,,,,50,0,-3.8,-3.4,-2.1,-6,-4,2,-11
1/11/12,2011/2012,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,36.24,41,0,",,X,2400",67,0,3.4,",,X,",22,",,X,",20,6,2,",,X",-2,",,X",376,",,X",270,",,X",70.9,",,X",CLR,NO,NO,2,,,100,2,50,0,-10.9,-2.9,-1.3,-14,-5,-1,-15
1/12/12,2011/2012,4,DRY,0,4,0,0,4,4,0,0,0,4,0,N,38.92,1523,0.59,",,X,2400",0,6.7,9.3,",,X,",22,",,X,",27,7,9.4,",,X",8,",,X",0,",,X",90,",,X",76.1,",,X",OVC,S1,sd2,,,,,,50,0,-5.5,-3.8,-2.2,-9,-5,0,-16
1/13/12,2011/2012,4,DRY,0,4,0,0,4,4,0,0,0,4,0,N,54.58,2202,0.42,",,X,2400",0,2.7,11.1,",,X,",26,",,X,",28,1,10.6,",,X",2,",,X",0,",,X",270,",,X",110.1,",,X",OVC,NO,NO,21,24,23,114.3,21,69,0,1.3,-0.8,-1.2,1,1,6,-10
1/14/12,2011/2012,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,56.82,16,0.02,",,X,2400",31,0.4,11.2,",,X,",27,",,X,",6,-22,-13.8,",,X",-16,",,X",176,",,X",270,",,X",100.9,",,X",OVC,S-1,ir2,5,9,,180,,80,0,-7.3,-4.7,-2.2,-14,1,0,-14
1/15/12,2011/2012,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,46.53,2025,0,",,X,2400",98,0,9.8,",,X,",27,",,X,",-6,-12,-25,",,X",-17,",,X",556,",,X",320,",,X",72,",,X",CLR,NO,NO,,,,,,78,2,-14.9,-9.7,-4.8,-22,-10,-11,-26
1/16/12,2011/2012,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,38.25,2201,0,",,X,2400",77,0,9.8,",,X,",27,",,X,",12,18,-3,",,X",-7,",,X",439,",,X",270,",,X",76.1,",,X",CLR,NO,NO,,,,,,75,3,-15.4,-10.2,-4.2,-19,-11,-1,-22
1/17/12,2011/2012,3,BOTH,3,3,0,3,3,0,0,0,0,0,0,N,45.86,2230,0.1,",,X,2400",0,1.1,4.2,",,X,",27,",,X,",31,19,17.6,",,X",11,",,X",0,",,X",230,",,X",93.1,",,X",OVC,NO,NO,,,,,,75,0,-2.8,-3.7,-1.9,-5,-5,6,-19
1/18/12,2011/2012,2,DRY,0,2,0,0,2,0,0,0,0,0,0,N,82.99,409,0.04,",,X,2400",0,0.2,1.7,",,X,",27,",,X,",28,-3,13.8,",,X",-14,",,X",0,",,X",270,",,X",129.1,",,X",BKN,NO,NO,,,,,,72,3,-5.3,0.1,0.6,-8,1,6,-8
1/19/12,2011/2012,1,DRY,0,1,0,0,1,0,0,0,0,0,0,N,36.01,53,0.07,",,X,2400",93,1.2,2.5,",,X,",27,",,X,",5,-23,-9.2,",,X",-9,",,X",536,",,X",320,",,X",70,",,X",CLR,NO,NO,,,,,,72,0,-17.7,-11,-4.8,-21,-8,-9,-21
1/20/12,2011/2012,4,DRY,0,4,0,0,4,0,0,0,0,4,0,N,44.52,1334,0.18,",,X,2400",1,3.4,5.9,",,X,",28,",,X,",4,-1,-10,",,X",-12,",,X",5,",,X",270,",,X",74,",,X",BKN,S2,NO,15,6,7,40,16,88,0,-9.4,-8.9,-11,-11,-9,-1,-21
1/21/12,2011/2012,3,DRY,0,3,0,0,3,0,0,0,0,3,0,N,32.21,2357,0.07,",,X,2400",3,1.4,7.3,",,X,",29,",,X,",4,0,-12,",,X",-2,",,X",15,",,X",320,",,X",49,",,X",BKN,S-1,sd/1mm,,2,,100,2,85,3,-12.2,-5.4,-15,-15,-12,-3,-18
1/22/12,2011/2012,3,DRY,0,3,0,0,3,0,0,0,0,0,0,N,29.75,251,0,",,X,2400",87,0,6.2,",,X,",29,",,X,",19,15,4.6,",,X",1,",,X",503,",,X",320,",,X",51.9,",,X",CLR,NO,NO,2.5,3,,120,2.5,85,0,-18.6,-11.8,-20,-20,-13,-1,-21
